Başlık,Not,URL,Etiketler,Yorum
Helvetia,,https://www.google.com/maps/place/Helvetia/data=!4m2!3m1!1s0x14cab9e0dc59b6ef:0x65ab52019b39ca4f,,
Ayaspaşa Rus Lokantası,,https://www.google.com/maps/place/Ayaspa%C5%9Fa+Rus+Lokantas%C4%B1/data=!4m2!3m1!1s0x14cab77a92779687:0x876ea8631cfaa5df,,
ÖZ KANATÇI KARDEŞLER,,https://www.google.com/maps/place/%C3%96Z+KANAT%C3%87I+KARDE%C5%9ELER/data=!4m2!3m1!1s0x409fe0000bd0c563:0x42f3ce0889b78e8b,,
Baruthane Pilavcısı Beşiktaş,"30tl: bulgur kuru çoeba
80tl: tavuklu pilav",https://www.google.com/maps/place/Baruthane+Pilavc%C4%B1s%C4%B1+Be%C5%9Fikta%C5%9F/data=!4m2!3m1!1s0x14cab78b405c0a57:0x7478f214d9746a7b,,
MAARNA,,https://www.google.com/maps/place/MAARNA/data=!4m2!3m1!1s0x14cab7577969d66d:0x3950fa6c9568b29,,
SR Döner,,https://www.google.com/maps/place/SR+D%C3%B6ner/data=!4m2!3m1!1s0x14cab708ec069495:0x280357b55f3b5560,,
Burger Yiyelim,,https://www.google.com/maps/place/Burger+Yiyelim/data=!4m2!3m1!1s0x14cab70ef8a45f9d:0xd307b39da8d5a998,,
Pizza V Akaretler,,https://www.google.com/maps/place/Pizza+V+Akaretler/data=!4m2!3m1!1s0x14cab7a68fa111f7:0xc64361cf5283f95d,,
Fethipaşa Sosyal Tesisleri,,https://www.google.com/maps/place/Fethipa%C5%9Fa+Sosyal+Tesisleri/data=!4m2!3m1!1s0x14cab7eb865ce581:0x33a84e2a63e980e7,,
Hisarüstü Kent Lokantası,,https://www.google.com/maps/place/Hisar%C3%BCst%C3%BC+Kent+Lokantas%C4%B1/data=!4m2!3m1!1s0x14cac9f108b173cf:0x8d33991273c92edd,,
Midyeci Ahmet,,https://www.google.com/maps/place/Midyeci+Ahmet/data=!4m2!3m1!1s0x14cab7a2c6c7f0d5:0x3c4b71f1130801be,,
İBB Cihangir Sosyal Tesisleri,,https://www.google.com/maps/place/%C4%B0BB+Cihangir+Sosyal+Tesisleri/data=!4m2!3m1!1s0x14cab9d8d1b44b85:0xd013fc44fc147934,,
Meşhur Beşiktaş Köftecisi,,https://www.google.com/maps/place/Me%C5%9Fhur+Be%C5%9Fikta%C5%9F+K%C3%B6ftecisi/data=!4m2!3m1!1s0x14cab7a1fcd1dcf3:0x1fa1bb4db90a1bc0,,
Dürümcü Baba,,https://www.google.com/maps/place/D%C3%BCr%C3%BCmc%C3%BC+Baba/data=!4m2!3m1!1s0x14caa2fc609d160f:0x99438adbe851fafb,,
Bi soslu döner,,https://www.google.com/maps/place/Bi+soslu+d%C3%B6ner/data=!4m2!3m1!1s0x14cabdc4f6638cc3:0x77037ad7a8f6f1d3,,
Salt Fried Chicken Kadıköy,,https://www.google.com/maps/place/Salt+Fried+Chicken+Kad%C4%B1k%C3%B6y/data=!4m2!3m1!1s0x14cab9e3428da00f:0xead77a9d41bfdea9,,
Rulo Ezberbozan Lezzetler,,https://www.google.com/maps/place/Rulo+Ezberbozan+Lezzetler/data=!4m2!3m1!1s0x14cab8665053a68d:0x1eb81bdfb8851dd9,,
Say Cheese,,https://www.google.com/maps/place/Say+Cheese/data=!4m2!3m1!1s0x14cab929b6d392f3:0x8af4eaac444967d7,,
Basta Street Food Bar,,https://www.google.com/maps/place/Basta+Street+Food+Bar/data=!4m2!3m1!1s0x14cab8663f76a41d:0xa306aea5a27ed1df,,
PAUL’S,,https://www.google.com/maps/place/PAUL%E2%80%99S/data=!4m2!3m1!1s0x14cab952c0087967:0x618db8d641f4ace,,
2 Bites,,https://www.google.com/maps/place/2+Bites/data=!4m2!3m1!1s0x14cab9c86e0c1df7:0x9248478cff091c21,,
